frequency_GHz,central_europe_winter,tropics_august,central_europe_summer,standard,arctic_winter,arctic_summer,tropics_february
1.689029999999999916e+02,2.660832200319326262e+02,2.819635503726454999e+02,2.791138353433631210e+02,1.779221699519486322e+02,2.168177891424835195e+02,2.665800535563701601e+02,2.858613111759359526e+02
1.689180000000000064e+02,2.661012040582538134e+02,2.819544075981482933e+02,2.791360585667602550e+02,1.779222592460550345e+02,2.168572290732024044e+02,2.666052520970570754e+02,2.858553533002112772e+02
1.689329999999999927e+02,2.661191750931639035e+02,2.819452417096512136e+02,2.791582702120780368e+02,1.779223488441720917e+02,2.168967432455348785e+02,2.666304510498390528e+02,2.858493764109992981e+02
1.689480000000000075e+02,2.661371329922438917e+02,2.819360526541296394e+02,2.791804701030768001e+02,1.779224387468498776e+02,2.169363318088961705e+02,2.666556502944388853e+02,2.858433804684337360e+02
1.689629999999999939e+02,2.661550776080116520e+02,2.819268403904107458e+02,2.792026580602240529e+02,1.779225289521800164e+02,2.169759949407144290e+02,2.666808496800284729e+02,2.858373654396178267e+02
1.689780000000000086e+02,2.661730087934010953e+02,2.819176048711205453e+02,2.792248339058258466e+02,1.779226194605405453e+02,2.170157327857447171e+02,2.667060490779157931e+02,2.858313312899333027e+02
1.689929999999999950e+02,2.661909263989492160e+02,2.819083460439948681e+02,2.792469974574058824e+02,1.779227102717488549e+02,2.170555455090135411e+02,2.667312483497742051e+02,2.858252779801675842e+02
1.690080000000000098e+02,2.662088302751193964e+02,2.818990638715202977e+02,2.792691485346040281e+02,1.779228013863723277e+02,2.170954332703990701e+02,2.667564473561422460e+02,2.858192054775070687e+02
1.690229999999999961e+02,2.662267202722547381e+02,2.818897582957617374e+02,2.792912869555415227e+02,1.779228928030741770e+02,2.171353962167022189e+02,2.667816459567940228e+02,2.858131137442445606e+02
1.690380000000000109e+02,2.662445962386040037e+02,2.818804292819417583e+02,2.793134125366024705e+02,1.779229845213416468e+02,2.171754345296090492e+02,2.668068440165902189e+02,2.858070027443601475e+02
1.690529999999999973e+02,2.662624580252277156e+02,2.818710767728528594e+02,2.793355250929214435e+02,1.779230765425454592e+02,2.172155483488342611e+02,2.668320413899959931e+02,2.858008724448743578e+02
1.690680000000000121e+02,2.662803054761913586e+02,2.818617007236748009e+02,2.793576244384615279e+02,1.779231688645008660e+02,2.172557378509077637e+02,2.668572379357150339e+02,2.857947228057844313e+02
1.690829999999999984e+02,2.662981384429230047e+02,2.818523010914892666e+02,2.793797103872403795e+02,1.779232614877905405e+02,2.172960031823494376e+02,2.668824335149315630e+02,2.857885537937180516e+02
1.690980000000000132e+02,2.663159567677605537e+02,2.818428778299356736e+02,2.794017827500381941e+02,1.779233544128853453e+02,2.173363445036239625e+02,2.669076279778648768e+02,2.857823653726934481e+02
1.691129999999999995e+02,2.663337602979996745e+02,2.818334308856058215e+02,2.794238413422577878e+02,1.779234476381782031e+02,2.173767619860290381e+02,2.669328211799194719e+02,2.857761575063492501e+02
1.691280000000000143e+02,2.663515488784951799e+02,2.818239602112580542e+02,2.794458859697090816e+02,1.779235411639241704e+02,2.174172557727991943e+02,2.669580129829308817e+02,2.857699301580535689e+02
1.691430000000000007e+02,2.663693223512956365e+02,2.818144657676259612e+02,2.794679164437437180e+02,1.779236349905106636e+02,2.174578260417600859e+02,2.669832032346456572e+02,2.857636832926302191e+02
1.691580000000000155e+02,2.663870805611736046e+02,2.818049475008879199e+02,2.794899325725331209e+02,1.779237291171197057e+02,2.174984729481485886e+02,2.670083917868315098e+02,2.857574168739048446e+02
1.691730000000000018e+02,2.664048233506301244e+02,2.817954053629562168e+02,2.795119341602886607e+02,1.779238235425421522e+02,2.175391966429359343e+02,2.670335784969760198e+02,2.857511308662462852e+02
1.691880000000000166e+02,2.664225505598814152e+02,2.817858393046752781e+02,2.795339210157505931e+02,1.779239182681195643e+02,2.175799972918520098e+02,2.670587632084461802e+02,2.857448252311750139e+02
1.692030000000000030e+02,2.664402620322541111e+02,2.817762492852490936e+02,2.795558929436824087e+02,1.779240132927281763e+02,2.176208750629336350e+02,2.670839457762937741e+02,2.857384999355361401e+02
1.692180000000000177e+02,2.664579576043768157e+02,2.817666352499280720e+02,2.795778497470318484e+02,1.779241086163645491e+02,2.176618301128002031e+02,2.671091260474373144e+02,2.857321549410457351e+02
1.692330000000000041e+02,2.664756371186005595e+02,2.817569971549882553e+02,2.795997912290883392e+02,1.779242042376822894e+02,2.177028625948167928e+02,2.671343038660050979e+02,2.857257902126626732e+02
1.692479999999999905e+02,2.664933004121706972e+02,2.817473349513651328e+02,2.796217171895333422e+02,1.779243001588146740e+02,2.177439726748155238e+02,2.671594790855762653e+02,2.857194057125378777e+02
1.692630000000000052e+02,2.665109473229662171e+02,2.817376485880805035e+02,2.796436274308113070e+02,1.779243963771141921e+02,2.177851605088845872e+02,2.671846515482237123e+02,2.857130014075478925e+02
1.692779999999999916e+02,2.665285776882322466e+02,2.817279380213938111e+02,2.796655217504892903e+02,1.779244928935862617e+02,2.178264262686155348e+02,2.672098210960449478e+02,2.857065772578596352e+02
1.692930000000000064e+02,2.665461913438739430e+02,2.817182031997714375e+02,2.796873999495204544e+02,1.779245897075201128e+02,2.178677701100747299e+02,2.672349875788614781e+02,2.857001332296754867e+02
1.693079999999999927e+02,2.665637881242304275e+02,2.817084440773498955e+02,2.797092618227114258e+02,1.779246868186547772e+02,2.179091921919197148e+02,2.672601508375668118e+02,2.856936692867717511e+02
1.693230000000000075e+02,2.665813678663092219e+02,2.816986606072243831e+02,2.797311071662157360e+02,1.779247842269153921e+02,2.179506926718215993e+02,2.672853107094996403e+02,2.856871853893221669e+02
1.693379999999999939e+02,2.665989304011856689e+02,2.816888527318276942e+02,2.797529357743418359e+02,1.779248819323650252e+02,2.179922717219123456e+02,2.673104670415908686e+02,2.856806815056589812e+02
1.693530000000000086e+02,2.666164755639449027e+02,2.816790204126373283e+02,2.797747474435561799e+02,1.779249799335828754e+02,2.180339294904133283e+02,2.673356196705288426e+02,2.856741575969218161e+02
1.693679999999999950e+02,2.666340031865821629e+02,2.816691635977022656e+02,2.797965419630048132e+02,1.779250782316097457e+02,2.180756661501171152e+02,2.673607684382205889e+02,2.856676136266496542e+02
1.693830000000000098e+02,2.666515130991031128e+02,2.816592822375315563e+02,2.798183191269429244e+02,1.779251768255076342e+02,2.181174818515092113e+02,2.673859131801017952e+02,2.856610495590853702e+02
1.693979999999999961e+02,2.666690051340110017e+02,2.816493762845519200e+02,2.798400787243031687e+02,1.779252757150904927e+02,2.181593767678642735e+02,2.674110537299883390e+02,2.856544653570502987e+02
1.694130000000000109e+02,2.666864791199431011e+02,2.816394456848540813e+02,2.798618205444636828e+02,1.779253749006018950e+02,2.182013510457553309e+02,2.674361899292890712e+02,2.856478609841306593e+02
1.694279999999999973e+02,2.667039348864049657e+02,2.816294903976595947e+02,2.798835443763142621e+02,1.779254743806418446e+02,2.182434048621479405e+02,2.674613216094252834e+02,2.856412364040814396e+02
1.694430000000000121e+02,2.667213722616813243e+02,2.816195103702161759e+02,2.799052500053941230e+02,1.779255741556193016e+02,2.182855383620789951e+02,2.674864486056896453e+02,2.856345915799624890e+02
1.694579999999999984e+02,2.667387910730866452e+02,2.816095055506020799e+02,2.799269372176885327e+02,1.779256742253510879e+02,2.183277517207485801e+02,2.675115707511046708e+02,2.856279264763214769e+02
1.694730000000000132e+02,2.667561911473853229e+02,2.815994758906039692e+02,2.799486057981118279e+02,1.779257745893560241e+02,2.183700450943662190e+02,2.675366878754599611e+02,2.856212410549110814e+02
1.694879999999999995e+02,2.667735723097479763e+02,2.815894213429016304e+02,2.799702555306819249e+02,1.779258752479249210e+02,2.184124186397834251e+02,2.675617998119306549e+02,2.856145352807790800e+02
1.695030000000000143e+02,2.667909343853850714e+02,2.815793418572727091e+02,2.799918861965521728e+02,1.779259761997678879e+02,2.184548725263570077e+02,2.675869063898976492e+02,2.856078091157075391e+02
1.695180000000000007e+02,2.668082771995038911e+02,2.815692373880638684e+02,2.800134975786937162e+02,1.779260774463999724e+02,2.184974069075879584e+02,2.676120074377518563e+02,2.856010625242555534e+02
1.695330000000000155e+02,2.668256005745856214e+02,2.815591078763307564e+02,2.800350894532778625e+02,1.779261789852315871e+02,2.185400219542239597e+02,2.676371027795566988e+02,2.855942954674540033e+02
1.695480000000000018e+02,2.668429043335868869e+02,2.815489532825324659e+02,2.800566616042390251e+02,1.779262808172537973e+02,2.185827178118294967e+02,2.676621922484459333e+02,2.855875079117470250e+02
1.695630000000000166e+02,2.668601882986380360e+02,2.815387735487609575e+02,2.800782138051296783e+02,1.779263829429128521e+02,2.186254946601646054e+02,2.676872756661886115e+02,2.855806998183380756e+02
1.695780000000000030e+02,2.668774522888886622e+02,2.815285686268605900e+02,2.800997458336277077e+02,1.779264853606142651e+02,2.186683526447453687e+02,2.677123528556948031e+02,2.855738711515824662e+02
1.695930000000000177e+02,2.668946961273741749e+02,2.815183384748892195e+02,2.801212574651860336e+02,1.779265880703524374e+02,2.187112919368604764e+02,2.677374236449791169e+02,2.855670218731228829e+02
1.696080000000000041e+02,2.669119196316086686e+02,2.815080830307633164e+02,2.801427484727179831e+02,1.779266910728161974e+02,2.187543127005971257e+02,2.677624878536838651e+02,2.855601519466852096e+02
1.696229999999999905e+02,2.669291226203478686e+02,2.814978022549311731e+02,2.801642186304318329e+02,1.779267943670090233e+02,2.187974150834532452e+02,2.677875453012128446e+02,2.855532613357909781e+02
1.696380000000000052e+02,2.669463049103057415e+02,2.814874960914210078e+02,2.801856677081847806e+02,1.779268979527100782e+02,2.188405992525366628e+02,2.678125958091603707e+02,2.855463500044378975e+02
1.696529999999999916e+02,2.669634663202357387e+02,2.814771644878691177e+02,2.802070954783791876e+02,1.779270018294816964e+02,2.188838653793642379e+02,2.678376391989248759e+02,2.855394179136619073e+02
1.696680000000000064e+02,2.669806066647705620e+02,2.814668074002977960e+02,2.802285017096776301e+02,1.779271059971551665e+02,2.189272136063472942e+02,2.678626752879700916e+02,2.855324650280164747e+02
1.696829999999999927e+02,2.669977257600679650e+02,2.814564247703896172e+02,2.802498861687410567e+02,1.779272104560764092e+02,2.189706441082744846e+02,2.678877038874182404e+02,2.855254913101611010e+02
1.696980000000000075e+02,2.670148234188870902e+02,2.814460165541373158e+02,2.802712486240815224e+02,1.779273152053255842e+02,2.190141570454823636e+02,2.679127248211180472e+02,2.855184967234741293e+02
1.697129999999999939e+02,2.670318994574981275e+02,2.814355827003646482e+02,2.802925888402563714e+02,1.779274202442989861e+02,2.190577525697352144e+02,2.679377379020613148e+02,2.855114812290046871e+02
1.697280000000000086e+02,2.670489536862383488e+02,2.814251231565900184e+02,2.803139065809155568e+02,1.779275255735958012e+02,2.191014308495678335e+02,2.679627429382606465e+02,2.855044447925964164e+02
1.697429999999999950e+02,2.670659859179178284e+02,2.814146378721963515e+02,2.803352016109031979e+02,1.779276311937689741e+02,2.191451920440971151e+02,2.679877397487145458e+02,2.854973873740303816e+02
1.697580000000000098e+02,2.670829959631246879e+02,2.814041267960039931e+02,2.803564736903572339e+02,1.779277371015475921e+02,2.191890363058389823e+02,2.680127281447202563e+02,2.854903089400443719e+02
1.697729999999999961e+02,2.670999836328270476e+02,2.813935898737409502e+02,2.803777225809176912e+02,1.779278432998066819e+02,2.192329638131167542e+02,2.680377079334828636e+02,2.854832094506933231e+02
1.697880000000000109e+02,2.671169487357865933e+02,2.813830270596694163e+02,2.803989480418319431e+02,1.779279497868221540e+02,2.192769747097356401e+02,2.680626789214733776e+02,2.854760888691478726e+02
1.698029999999999973e+02,2.671338910806437639e+02,2.813724383029976934e+02,2.804201498316027141e+02,1.779280565619844197e+02,2.193210691642426298e+02,2.680876409240044609e+02,2.854689471572445427e+02
1.698180000000000121e+02,2.671508104748868391e+02,2.813618235469353408e+02,2.804413277063875967e+02,1.779281636264909707e+02,2.193652473326789902e+02,2.681125937430169301e+02,2.854617842813752304e+02
1.698329999999999984e+02,2.671677067266094809e+02,2.813511827453710907e+02,2.804624814221115230e+02,1.779282709791695254e+02,2.194095093740564266e+02,2.681375371872337610e+02,2.854546001995939832e+02
1.698480000000000132e+02,2.671845796394511012e+02,2.813405158411380853e+02,2.804836107336114992e+02,1.779283786193663843e+02,2.194538554561317483e+02,2.681624710620455971e+02,2.854473948786890105e+02
1.698629999999999995e+02,2.672014290207330873e+02,2.813298227909349407e+02,2.805047153928029502e+02,1.779284865473818797e+02,2.194982857315244758e+02,2.681873951658279793e+02,2.854401682793259170e+02
1.698780000000000143e+02,2.672182546727133854e+02,2.813191035354568044e+02,2.805257951530322202e+02,1.779285947630773705e+02,2.195428003607970311e+02,2.682123093102323992e+02,2.854329203639182424e+02
1.698930000000000007e+02,2.672350564019271246e+02,2.813083580232618601e+02,2.805468497642136754e+02,1.779287032659896681e+02,2.195873995099413776e+02,2.682372132855498421e+02,2.854256510965036568e+02
1.699080000000000155e+02,2.672518340088932405e+02,2.812975862072228779e+02,2.805678789758051721e+02,1.779288120559670574e+02,2.196320833298895252e+02,2.682621068987763806e+02,2.854183604384163004e+02
1.699230000000000018e+02,2.672685872957261495e+02,2.812867880339767339e+02,2.805888825365077537e+02,1.779289211324486644e+02,2.196768519903292258e+02,2.682869899469294523e+02,2.854110483536617835e+02
1.699380000000000166e+02,2.672853160636573193e+02,2.812759634512279376e+02,2.806098601913845982e+02,1.779290304952583313e+02,2.197217056326475415e+02,2.683118622287084918e+02,2.854037148039185467e+02
1.699530000000000030e+02,2.673020201110033440e+02,2.812651124034210852e+02,2.806308116880884995e+02,1.779291401444158112e+02,2.197666444352183817e+02,2.683367235427397759e+02,2.853963597508032422e+02
1.699680000000000177e+02,2.673186992392771231e+02,2.812542348420000735e+02,2.806517367693411984e+02,1.779292500795269802e+02,2.198116685434175679e+02,2.683615736811993315e+02,2.853889831582179113e+02
1.699830000000000041e+02,2.673353532460604356e+02,2.812433307128995352e+02,2.806726351787387443e+02,1.779293603003663691e+02,2.198567781213616570e+02,2.683864124394175974e+02,2.853815849868527152e+02
1.699979999999999905e+02,2.673519819303904796e+02,2.812323999645106483e+02,2.806935066585800769e+02,1.779294708067827457e+02,2.199019733342030349e+02,2.684112396104626441e+02,2.853741652020607944e+02
1.700130000000000052e+02,2.673685850850736188e+02,2.812214425414925358e+02,2.807143509485047730e+02,1.779295815980778457e+02,2.199472543221311014e+02,2.684360549913402565e+02,2.853667237640520966e+02
1.700279999999999916e+02,2.673851625107154746e+02,2.812104583957602131e+02,2.807351677868028901e+02,1.779296926745647056e+02,2.199926212643125893e+02,2.684608583671547422e+02,2.853592606361200410e+02
1.700430000000000064e+02,2.674017139983175184e+02,2.811994474755878173e+02,2.807559569124672976e+02,1.779298040360718289e+02,2.200380743071475536e+02,2.684856495236758747e+02,2.853517757803448376e+02
1.700579999999999927e+02,2.674182393439322709e+02,2.811884097209000970e+02,2.807767180613797109e+02,1.779299156818451593e+02,2.200836136136491064e+02,2.685104282622361893e+02,2.853442691587152922e+02
1.700730000000000075e+02,2.674347383411407577e+02,2.811773450839521047e+02,2.807974509698709085e+02,1.779300276114641406e+02,2.201292393299655998e+02,2.685351943617918664e+02,2.853367407351376528e+02
1.700879999999999939e+02,2.674512107812146837e+02,2.811662535115199262e+02,2.808181553705687747e+02,1.779301398256278901e+02,2.201749516280453349e+02,2.685599476058853270e+02,2.853291904690918841e+02
1.701030000000000086e+02,2.674676564565928061e+02,2.811551349479295254e+02,2.808388309963530105e+02,1.779302523228030566e+02,2.202207506481443033e+02,2.685846877873583480e+02,2.853216183252577025e+02
1.701179999999999950e+02,2.674840751573485704e+02,2.811439893407136310e+02,2.808594775801008723e+02,1.779303651041041121e+02,2.202666365690115526e+02,2.686094146865866605e+02,2.853140242656428995e+02
1.701330000000000098e+02,2.675004666728660823e+02,2.811328166365423158e+02,2.808800948491783629e+02,1.779304781690466370e+02,2.203126095301532530e+02,2.686341280829569769e+02,2.853064082505578654e+02
1.701479999999999961e+02,2.675168307932256653e+02,2.811216167852897456e+02,2.809006825335167719e+02,1.779305915160584277e+02,2.203586696945336314e+02,2.686588277621244174e+02,2.852987702446864660e+02
1.701630000000000109e+02,2.675331673059695277e+02,2.811103897282798698e+02,2.809212403598679657e+02,1.779307051461043159e+02,2.204048172164451955e+02,2.686835135011585294e+02,2.852911102081366721e+02
1.701779999999999973e+02,2.675494759994064680e+02,2.810991354162538300e+02,2.809417680548971816e+02,1.779308190591893890e+02,2.204510522497367049e+02,2.687081850820536602e+02,2.852834281040170481e+02
1.701930000000000121e+02,2.675657566581071478e+02,2.810878537885192827e+02,2.809622653433158916e+02,1.779309332535086980e+02,2.204973749594910544e+02,2.687328422816230500e+02,2.852757238944939786e+02
1.702079999999999984e+02,2.675820090684062507e+02,2.810765447984495040e+02,2.809827319481028667e+02,1.779310477303392872e+02,2.205437854932143580e+02,2.687574848773170970e+02,2.852679975408977384e+02
1.702230000000000132e+02,2.675982330152034478e+02,2.810652083889418691e+02,2.810031675904938311e+02,1.779311624888949837e+02,2.205902840107644352e+02,2.687821126392788642e+02,2.852602490052511257e+02
1.702379999999999995e+02,2.676144282821092020e+02,2.810538445071159686e+02,2.810235719923708757e+02,1.779312775287785939e+02,2.206368706613768609e+02,2.688067253489375048e+02,2.852524782494891724e+02
1.702530000000000143e+02,2.676305946522414843e+02,2.810424530975402604e+02,2.810439448728311618e+02,1.779313928499940118e+02,2.206835455950832738e+02,2.688313227735132500e+02,2.852446852376723427e+02
1.702680000000000007e+02,2.676467319071974771e+02,2.810310341047838847e+02,2.810642859491089212e+02,1.779315084528918476e+02,2.207303089833692979e+02,2.688559046866019457e+02,2.852368699279995212e+02
1.702830000000000155e+02,2.676628398290189352e+02,2.810195874771724220e+02,2.810845949389500902e+02,1.779316243362864043e+02,2.207771609627308180e+02,2.688804708621019017e+02,2.852290322853701809e+02
1.702980000000000018e+02,2.676789181969566584e+02,2.810081131597435729e+02,2.811048715563486553e+02,1.779317404994529568e+02,2.208241016984613339e+02,2.689050210609939313e+02,2.852211722713209383e+02
1.703130000000000166e+02,2.676949667910016615e+02,2.809966110911835813e+02,2.811251155161662041e+02,1.779318569436495636e+02,2.208711313312583115e+02,2.689295550589258141e+02,2.852132898455367354e+02
1.703280000000000030e+02,2.677109853905560044e+02,2.809850812278043577e+02,2.811453265295872939e+02,1.779319736680554627e+02,2.209182500362210533e+02,2.689540726203421173e+02,2.852053849715753699e+02
1.703430000000000177e+02,2.677269737720052944e+02,2.809735235037264829e+02,2.811655043103689309e+02,1.779320906719966047e+02,2.209654579388712250e+02,2.689785735125310566e+02,2.851974576102942933e+02
1.703580000000000041e+02,2.677429317142586456e+02,2.809619378742500544e+02,2.811856485652589299e+02,1.779322079554395373e+02,2.210127552092481835e+02,2.690030574922364508e+02,2.851895077240695855e+02
1.703729999999999905e+02,2.677588589899294789e+02,2.809503242760587796e+02,2.812057590046291011e+02,1.779323255186022550e+02,2.210601420011626885e+02,2.690275243296670169e+02,2.851815352759157918e+02
1.703880000000000052e+02,2.677747553781287593e+02,2.809386826571072788e+02,2.812258353359394505e+02,1.779324433603774196e+02,2.211076184528584179e+02,2.690519737844055612e+02,2.851735402254703331e+02
1.704029999999999916e+02,2.677906206499724249e+02,2.809270129615075575e+02,2.812458772636960589e+02,1.779325614810520904e+02,2.211551847242410247e+02,2.690764056195171179e+02,2.851655225337868842e+02
1.704180000000000064e+02,2.678064545800897918e+02,2.809153151362086192e+02,2.812658844918483965e+02,1.779326798803041640e+02,2.212028409603981345e+02,2.691008195853962093e+02,2.851574821630902647e+02
1.704329999999999927e+02,2.678222569426355335e+02,2.809035891194920396e+02,2.812858567253960018e+02,1.779327985578288747e+02,2.212505873212955976e+02,2.691252154524137268e+02,2.851494190753058433e+02
1.704480000000000075e+02,2.678380275063439058e+02,2.808918348625373937e+02,2.813057936655702633e+02,1.779329175138329049e+02,2.212984239513594957e+02,2.691495929668414533e+02,2.851413332331410970e+02
1.704629999999999939e+02,2.678537660449352984e+02,2.808800523045151749e+02,2.813256950110044841e+02,1.779330367478449375e+02,2.213463509991581191e+02,2.691739518871705172e+02,2.851332245961075955e+02
1.704780000000000086e+02,2.678694723258132058e+02,2.808682413951224817e+02,2.813455604612582874e+02,1.779331562594423417e+02,2.213943686114082823e+02,2.691982919672937555e+02,2.851250931267534270e+02
1.704929999999999950e+02,2.678851461196534842e+02,2.808564020688635878e+02,2.813653897131295025e+02,1.779332760480499189e+02,2.214424769474577488e+02,2.692226129666838119e+02,2.851169387856214712e+02
1.705080000000000098e+02,2.679007871941171857e+02,2.808445342756604077e+02,2.813851824639843926e+02,1.779333961141757641e+02,2.214906761476761687e+02,2.692469146238356643e+02,2.851087615332851328e+02
1.705229999999999961e+02,2.679163953178156135e+02,2.808326379625203799e+02,2.814049384087245471e+02,1.779335164569716596e+02,2.215389663611109086e+02,2.692711967026972388e+02,2.851005613331361701e+02
1.705380000000000109e+02,2.679319702553638081e+02,2.808207130653558465e+02,2.814246572395114185e+02,1.779336370767651374e+02,2.215873477276031451e+02,2.692954589395978928e+02,2.850923381473438667e+02
1.705529999999999973e+02,2.679475117746268324e+02,2.808087595327334043e+02,2.814443386481667062e+02,1.779337579730528489e+02,2.216358204091482946e+02,2.693197010926618873e+02,2.850840919321686897e+02
1.705680000000000121e+02,2.679630196370885074e+02,2.807967773054367626e+02,2.814639823264422489e+02,1.779338791451437203e+02,2.216843845446763055e+02,2.693439229007339577e+02,2.850758226543658793e+02
1.705829999999999984e+02,2.679784936099791821e+02,2.807847663297161489e+02,2.814835879625517805e+02,1.779340005934114401e+02,2.217330402766597217e+02,2.693681241143586362e+02,2.850675302704054843e+02
1.705980000000000132e+02,2.679939334553407662e+02,2.807727265417369722e+02,2.815031552437675373e+02,1.779341223177252118e+02,2.217817877558218527e+02,2.693923044730797756e+02,2.850592147454098608e+02
1.706129999999999995e+02,2.680093389348516553e+02,2.807606578915783757e+02,2.815226838584250686e+02,1.779342443171852608e+02,2.218306271291621385e+02,2.694164637198478545e+02,2.850508760376761188e+02
1.706280000000000143e+02,2.680247098101711458e+02,2.807485603176436939e+02,2.815421734885338196e+02,1.779343665921940385e+02,2.218795585414740401e+02,2.694406015988624290e+02,2.850425141098173185e+02
1.706430000000000007e+02,2.680400458424959993e+02,2.807364337634628555e+02,2.815616238192719152e+02,1.779344891417462122e+02,2.219285821250627464e+02,2.694647178501226108e+02,2.850341289201675750e+02
1.706580000000000155e+02,2.680553467909703613e+02,2.807242781733596644e+02,2.815810345330538098e+02,1.779346119668190340e+02,2.219776980387852916e+02,2.694888122067652034e+02,2.850257204336208474e+02
1.706730000000000018e+02,2.680706124140612587e+02,2.807120934887705062e+02,2.816004053093656125e+02,1.779347350660040092e+02,2.220269064151810881e+02,2.695128844080162480e+02,2.850172886079121781e+02
1.706880000000000166e+02,2.680858424698808449e+02,2.806998796529665015e+02,2.816197358295702315e+02,1.779348584398637740e+02,2.220762074008529225e+02,2.695369341945274186e+02,2.850088334047335934e+02
1.707030000000000030e+02,2.681010367166795163e+02,2.806876366017438613e+02,2.816390257686953760e+02,1.779349820872623411e+02,2.221256011421567393e+02,2.695609612956345700e+02,2.850003547859421928e+02
1.707180000000000177e+02,2.681161949082689944e+02,2.806753642860264790e+02,2.816582748043944093e+02,1.779351060092171224e+02,2.221750877694787505e+02,2.695849654467550067e+02,2.849918527105793373e+02
1.707330000000000041e+02,2.681313168020523108e+02,2.806630626418970564e+02,2.816774826124968740e+02,1.779352302044752889e+02,2.222246674264676187e+02,2.696089463778033632e+02,2.849833271422821781e+02
1.707479999999999905e+02,2.681464021527085038e+02,2.806507316139836803e+02,2.816966488663623522e+02,1.779353546727014077e+02,2.222743402658167611e+02,2.696329038210922135e+02,2.849747780384101361e+02
1.707630000000000052e+02,2.681614507129902449e+02,2.806383711407626720e+02,2.817157732376529680e+02,1.779354794145545782e+02,2.223241064167347645e+02,2.696568375058612332e+02,2.849662053605207461e+02
1.707779999999999916e+02,2.681764622351338403e+02,2.806259811661286108e+02,2.817348553969900991e+02,1.779356044292815682e+02,2.223739660126563820e+02,2.696807471605741284e+02,2.849576090686637713e+02
1.707930000000000064e+02,2.681914364738817653e+02,2.806135616283310696e+02,2.817538950151018753e+02,1.779357297169722756e+02,2.224239192050368672e+02,2.697046325085569265e+02,2.849489891252611642e+02
1.708079999999999927e+02,2.682063731762161751e+02,2.806011124715229244e+02,2.817728917572801492e+02,1.779358552768596553e+02,2.224739661200768523e+02,2.697284932806759343e+02,2.849403454898276777e+02
1.708230000000000075e+02,2.682212720954476595e+02,2.805886336361796793e+02,2.817918452934138145e+02,1.779359811088872618e+02,2.225241069020756584e+02,2.697523291979325677e+02,2.849316781220005055e+02
1.708379999999999939e+02,2.682361329812568442e+02,2.805761250607857278e+02,2.818107552850300976e+02,1.779361072126921783e+02,2.225743416902110710e+02,2.697761399826946445e+02,2.849229869816308565e+02
1.708530000000000086e+02,2.682509555812841882e+02,2.805635866897616779e+02,2.818296213991783929e+02,1.779362335887952611e+02,2.226246706033339535e+02,2.697999253525632071e+02,2.849142720304118370e+02
1.708679999999999950e+02,2.682657396431186498e+02,2.805510184613748947e+02,2.818484432954037970e+02,1.779363602361139556e+02,2.226750937990733519e+02,2.698236850308044836e+02,2.849055332288635327e+02
1.708830000000000098e+02,2.682804849144836794e+02,2.805384203139871602e+02,2.818672206354496552e+02,1.779364871555883099e+02,2.227256113958285368e+02,2.698474187360255314e+02,2.848967705368615384e+02
1.708979999999999961e+02,2.682951911414139659e+02,2.805257921872899942e+02,2.818859530788501502e+02,1.779366143447208515e+02,2.227762235329595626e+02,2.698711261885785575e+02,2.848879839132405323e+02
1.709130000000000109e+02,2.683098580682089391e+02,2.805131340310410906e+02,2.819046402844855947e+02,1.779367418051990342e+02,2.228269303449306733e+02,2.698948071015542496e+02,2.848791733195561164e+02
1.709279999999999973e+02,2.683244854399280825e+02,2.805004457730989884e+02,2.819232819064022237e+02,1.779368695371736351e+02,2.228777319559185059e+02,2.699184611873164954e+02,2.848703387163992033e+02
1.709430000000000121e+02,2.683390730008740093e+02,2.804877273605152936e+02,2.819418776022355360e+02,1.779369975390997354e+02,2.229286285095204789e+02,2.699420881592716910e+02,2.848614800595449879e+02
1.709579999999999984e+02,2.683536204930488793e+02,2.804749787300453363e+02,2.819604270243015094e+02,1.779371258103012110e+02,2.229796201288469604e+02,2.699656877328020528e+02,2.848525973145571015e+02
1.709730000000000132e+02,2.683681276595310123e+02,2.804621998213890492e+02,2.819789298242863538e+02,1.779372543523734009e+02,2.230307069476009474e+02,2.699892596120371877e+02,2.848436904369065701e+02
1.709879999999999995e+02,2.683825942399973314e+02,2.804493905735637327e+02,2.819973856548668891e+02,1.779373831635977012e+02,2.230818890900737301e+02,2.700128035151787458e+02,2.848347593899516710e+02
1.710030000000000143e+02,2.683970199748451932e+02,2.804365509257599456e+02,2.820157941642051469e+02,1.779375122450784374e+02,2.231331666929560527e+02,2.700363191443244091e+02,2.848258041300531431e+02
1.710180000000000007e+02,2.684114046044821293e+02,2.804236808160404735e+02,2.820341549997876882e+02,1.779376415951711863e+02,2.231845398695361098e+02,2.700598062018128189e+02,2.848168246188845956e+02
1.710330000000000155e+02,2.684257478681242333e+02,2.804107801866557566e+02,2.820524678087551820e+02,1.779377712143397332e+02,2.232360087521723244e+02,2.700832644014277548e+02,2.848078208165978822e+02
1.710480000000000018e+02,2.684400495026970930e+02,2.803978489740821942e+02,2.820707322352817528e+02,1.779379011025880857e+02,2.232875734804489127e+02,2.701066934440957539e+02,2.847987926805753887e+02
1.710630000000000166e+02,2.684543092449551978e+02,2.803848871171773567e+02,2.820889479244667655e+02,1.779380312591746645e+02,2.233392341738262701e+02,2.701300930235771034e+02,2.847897401712826309e+02
